"ALVORADA";"2011-06";"Delitos relacionados a armas e muniçoes";"7"
"ALVORADA";"2011-06";"Entorpecentes - Posse";"52"
"ALVORADA";"2011-06";"Entorpecentes - Tráfico";"29"
"ALVORADA";"2011-06";"Estelionato";"11"
"ALVORADA";"2011-06";"Furto de veículo";"27"
"ALVORADA";"2011-06";"Furtos";"153"
"ALVORADA";"2011-06";"Homicidio";"4"
"ALVORADA";"2011-06";"Roubo de veículo";"5"
"ALVORADA";"2011-06";"Roubos";"155"
"AMARAL FERRADOR";"2011-01";"Delitos relacionados a armas e muniçoes";"1"
"AMARAL FERRADOR";"2011-01";"Furtos";"2"
"AMARAL FERRADOR";"2011-02";"Delitos relacionados a armas e muniçoes";"1"
"AMARAL FERRADOR";"2011-02";"Furto de veículo";"1"
"AMARAL FERRADOR";"2011-02";"Furtos";"7"
"AMARAL FERRADOR";"2011-03";"Delitos relacionados a armas e muniçoes";"1"
"AMARAL FERRADOR";"2011-03";"Furtos";"3"
"AMARAL FERRADOR";"2011-03";"Roubos";"1"
"AMARAL FERRADOR";"2011-04";"Furtos";"5"
"AMARAL FERRADOR";"2011-05";"Delitos relacionados a armas e muniçoes";"1"
"AMARAL FERRADOR";"2011-05";"Estelionato";"1"
"AMARAL FERRADOR";"2011-05";"Furtos";"9"
"AMARAL FERRADOR";"2011-06";"Furtos";"2"
"AMARAL FERRADOR";"2011-06";"Roubo de veículo";"1"
"AMARAL FERRADOR";"2011-06";"Roubos";"3"
"AMETISTA DO SUL";"2011-01";"Furtos";"4"
"AMETISTA DO SUL";"2011-02";"Delitos relacionados a armas e muniçoes";"1"
"AMETISTA DO SUL";"2011-02";"Furtos";"3"
"AMETISTA DO SUL";"2011-03";"Furtos";"5"
"AMETISTA DO SUL";"2011-04";"Furtos";"8"
"AMETISTA DO SUL";"2011-05";"Furtos";"4"
"AMETISTA DO SUL";"2011-06";"Furtos";"7"
"ANDRE DA ROCHA";"2011-01";"Furtos";"1"
"ANDRE DA ROCHA";"2011-02";"Furtos";"4"
"ANDRE DA ROCHA";"2011-03";"Delitos relacionados à corrupçao";"1"
"ANDRE DA ROCHA";"2011-03";"Furtos";"8"
"ANDRE DA ROCHA";"2011-04";"Delitos relacionados a armas e muniçoes";"1"
"ANDRE DA ROCHA";"2011-04";"Furtos";"4"
"ANDRE DA ROCHA";"2011-05";"Delitos relacionados a armas e muniçoes";"2"
"ANDRE DA ROCHA";"2011-05";"Furtos";"3"
"ANTA GORDA";"2011-01";"Delitos relacionados a armas e muniçoes";"1"
"ANTA GORDA";"2011-01";"Entorpecentes - Tráfico";"1"
"ANTA GORDA";"2011-01";"Estelionato";"1"
"ANTA GORDA";"2011-02";"Delitos relacionados a armas e muniçoes";"1"
"ANTA GORDA";"2011-02";"Entorpecentes - Posse";"1"
"ANTA GORDA";"2011-02";"Estelionato";"6"
"ANTA GORDA";"2011-04";"Delitos relacionados a armas e muniçoes";"1"
"ANTA GORDA";"2011-04";"Entorpecentes - Tráfico";"1"
"ANTA GORDA";"2011-04";"Furtos";"1"
"ANTA GORDA";"2011-05";"Furtos";"3"
"ANTA GORDA";"2011-05";"Roubos";"1"
"ANTA GORDA";"2011-06";"Delitos relacionados a armas e muniçoes";"2"
"ANTA GORDA";"2011-06";"Entorpecentes - Tráfico";"1"
"ANTA GORDA";"2011-06";"Furtos";"3"
"ANTONIO PRADO";"2011-01";"Entorpecentes - Posse";"1"
"ANTONIO PRADO";"2011-01";"Furtos";"14"
"ANTONIO PRADO";"2011-01";"Roubos";"1"
"ANTONIO PRADO";"2011-02";"Delitos relacionados a armas e muniçoes";"2"
"ANTONIO PRADO";"2011-02";"Estelionato";"1"
"ANTONIO PRADO";"2011-02";"Furtos";"12"
"ANTONIO PRADO";"2011-02";"Roubos";"2"
"ANTONIO PRADO";"2011-03";"Estelionato";"2"
"ANTONIO PRADO";"2011-03";"Furtos";"11"
"ANTONIO PRADO";"2011-03";"Roubos";"1"
"ANTONIO PRADO";"2011-04";"Entorpecentes - Posse";"2"
"ANTONIO PRADO";"2011-04";"Entorpecentes - Tráfico";"1"
"ANTONIO PRADO";"2011-04";"Estelionato";"1"
"ANTONIO PRADO";"2011-04";"Furto de veículo";"1"
"ANTONIO PRADO";"2011-04";"Furtos";"7"
"ANTONIO PRADO";"2011-04";"Homicidio";"1"
"ANTONIO PRADO";"2011-04";"Roubos";"1"
"ANTONIO PRADO";"2011-05";"Entorpecentes - Posse";"3"
"ANTONIO PRADO";"2011-05";"Estelionato";"1"
"ANTONIO PRADO";"2011-05";"Furtos";"8"
"ANTONIO PRADO";"2011-05";"Roubos";"1"
"ANTONIO PRADO";"2011-06";"Delitos relacionados a armas e muniçoes";"1"
"ANTONIO PRADO";"2011-06";"Entorpecentes - Posse";"2"
"ANTONIO PRADO";"2011-06";"Entorpecentes - Tráfico";"1"
"ANTONIO PRADO";"2011-06";"Furtos";"5"
"ANTONIO PRADO";"2011-06";"Roubos";"1"
"ARAMBARE";"2011-01";"Entorpecentes - Posse";"1"
"ARAMBARE";"2011-01";"Entorpecentes - Tráfico";"1"
"ARAMBARE";"2011-01";"Furtos";"4"
"ARAMBARE";"2011-02";"Furtos";"4"
"ARAMBARE";"2011-02";"Roubos";"1"
"ARAMBARE";"2011-03";"Estelionato";"1"
"ARAMBARE";"2011-03";"Furto de veículo";"1"
"ARAMBARE";"2011-03";"Furtos";"6"
"ARAMBARE";"2011-04";"Furtos";"2"
"ARAMBARE";"2011-05";"Furtos";"13"
"ARAMBARE";"2011-06";"Furtos";"3"
"ARARICA";"2011-01";"Estelionato";"1"
"ARARICA";"2011-01";"Furto de veículo";"1"
"ARARICA";"2011-01";"Furtos";"2"
"ARARICA";"2011-02";"Entorpecentes - Posse";"1"
"ARARICA";"2011-02";"Entorpecentes - Tráfico";"1"
"ARARICA";"2011-02";"Furtos";"8"
"ARARICA";"2011-03";"Extorsão";"1"
"ARARICA";"2011-03";"Furtos";"1"
"ARARICA";"2011-04";"Delitos relacionados a armas e muniçoes";"1"
"ARARICA";"2011-04";"Entorpecentes - Tráfico";"1"
"ARARICA";"2011-05";"Furtos";"5"
"ARARICA";"2011-05";"Roubo de veículo";"1"
"ARARICA";"2011-06";"Furtos";"3"
"ARATIBA";"2011-01";"Furtos";"3"
"ARATIBA";"2011-01";"Roubos";"1"
"ARATIBA";"2011-02";"Delitos relacionados a armas e muniçoes";"1"
"ARATIBA";"2011-02";"Furtos";"3"
"ARATIBA";"2011-03";"Furtos";"1"
"ARATIBA";"2011-04";"Furto de veículo";"1"
"ARATIBA";"2011-04";"Furtos";"2"
"ARATIBA";"2011-05";"Estelionato";"1"
"ARATIBA";"2011-05";"Furtos";"1"
"ARATIBA";"2011-06";"Furto de veículo";"1"
"ARATIBA";"2011-06";"Furtos";"3"
"ARROIO DO MEIO";"2011-01";"Delitos relacionados à corrupçao";"1"
"ARROIO DO MEIO";"2011-01";"Estelionato";"5"
"ARROIO DO MEIO";"2011-01";"Furtos";"22"
"ARROIO DO MEIO";"2011-01";"Roubo de veículo";"1"
"ARROIO DO MEIO";"2011-01";"Roubos";"1"
"ARROIO DO MEIO";"2011-02";"Delitos relacionados a armas e muniçoes";"1"
"ARROIO DO MEIO";"2011-02";"Entorpecentes - Posse";"1"
"ARROIO DO MEIO";"2011-02";"Estelionato";"1"
"ARROIO DO MEIO";"2011-02";"Furto de veículo";"2"
"ARROIO DO MEIO";"2011-02";"Furtos";"15"
"ARROIO DO MEIO";"2011-02";"Roubo de veículo";"1"
"ARROIO DO MEIO";"2011-03";"Entorpecentes - Posse";"1"
"ARROIO DO MEIO";"2011-03";"Estelionato";"1"
"ARROIO DO MEIO";"2011-03";"Furto de veículo";"1"
"ARROIO DO MEIO";"2011-03";"Furtos";"21"
"ARROIO DO MEIO";"2011-03";"Roubos";"1"
"ARROIO DO MEIO";"2011-04";"Entorpecentes - Posse";"1"
"ARROIO DO MEIO";"2011-04";"Estelionato";"1"
"ARROIO DO MEIO";"2011-04";"Furto de veículo";"2"
"ARROIO DO MEIO";"2011-04";"Furtos";"24"
"ARROIO DO MEIO";"2011-04";"Roubo de veículo";"1"
"ARROIO DO MEIO";"2011-04";"Roubos";"2"
"ARROIO DO MEIO";"2011-05";"Delitos relacionados a armas e muniçoes";"1"
"ARROIO DO MEIO";"2011-05";"Entorpecentes - Posse";"2"
"ARROIO DO MEIO";"2011-05";"Furto de veículo";"1"
"ARROIO DO MEIO";"2011-05";"Furtos";"13"
"ARROIO DO MEIO";"2011-05";"Homicidio";"1"
"ARROIO DO MEIO";"2011-05";"Roubos";"2"
"ARROIO DO MEIO";"2011-06";"Estelionato";"1"
"ARROIO DO MEIO";"2011-06";"Furtos";"16"
"ARROIO DO MEIO";"2011-06";"Roubos";"2"
"ARROIO DO PADRE";"2011-02";"Furtos";"2"
"ARROIO DO PADRE";"2011-06";"Furtos";"1"
"ARROIO DO SAL";"2011-01";"Delitos relacionados a armas e muniçoes";"1"
"ARROIO DO SAL";"2011-01";"Entorpecentes - Posse";"2"
"ARROIO DO SAL";"2011-01";"Entorpecentes - Tráfico";"1"
"ARROIO DO SAL";"2011-01";"Estelionato";"1"
"ARROIO DO SAL";"2011-01";"Furto de veículo";"1"
"ARROIO DO SAL";"2011-01";"Furtos";"65"
"ARROIO DO SAL";"2011-01";"Roubo de veículo";"2"
"ARROIO DO SAL";"2011-01";"Roubos";"5"
"ARROIO DO SAL";"2011-02";"Entorpecentes - Posse";"2"
"ARROIO DO SAL";"2011-02";"Entorpecentes - Tráfico";"3"
"ARROIO DO SAL";"2011-02";"Estelionato";"2"
"ARROIO DO SAL";"2011-02";"Furtos";"35"
"ARROIO DO SAL";"2011-02";"Roubos";"2"
"ARROIO DO SAL";"2011-03";"Delitos relacionados a armas e muniçoes";"1"
"ARROIO DO SAL";"2011-03";"Furto de veículo";"1"
"ARROIO DO SAL";"2011-03";"Furtos";"27"
"ARROIO DO SAL";"2011-03";"Roubos";"3"
"ARROIO DO SAL";"2011-04";"Furto de veículo";"2"
"ARROIO DO SAL";"2011-04";"Furtos";"28"
"ARROIO DO SAL";"2011-04";"Roubos";"1"
"ARROIO DO SAL";"2011-05";"Estelionato";"2"
"ARROIO DO SAL";"2011-05";"Furtos";"34"
"ARROIO DO SAL";"2011-05";"Roubos";"1"
"ARROIO DO SAL";"2011-06";"Estelionato";"1"
"ARROIO DO SAL";"2011-06";"Furtos";"9"
"ARROIO DO TIGRE";"2011-01";"Delitos relacionados a armas e muniçoes";"1"
"ARROIO DO TIGRE";"2011-01";"Estelionato";"2"
"ARROIO DO TIGRE";"2011-01";"Furtos";"12"
"ARROIO DO TIGRE";"2011-01";"Homicidio";"2"
"ARROIO DO TIGRE";"2011-02";"Estelionato";"2"
"ARROIO DO TIGRE";"2011-02";"Furtos";"7"
"ARROIO DO TIGRE";"2011-02";"Homicidio";"1"
"ARROIO DO TIGRE";"2011-03";"Delitos relacionados a armas e muniçoes";"1"
"ARROIO DO TIGRE";"2011-03";"Estelionato";"1"
"ARROIO DO TIGRE";"2011-03";"Furtos";"10"
"ARROIO DO TIGRE";"2011-03";"Roubos";"1"
"ARROIO DO TIGRE";"2011-04";"Estelionato";"2"
"ARROIO DO TIGRE";"2011-04";"Furto de veículo";"1"
"ARROIO DO TIGRE";"2011-04";"Furtos";"24"
"ARROIO DO TIGRE";"2011-05";"Delitos relacionados a armas e muniçoes";"2"
"ARROIO DO TIGRE";"2011-05";"Estelionato";"1"
"ARROIO DO TIGRE";"2011-05";"Furto de veículo";"1"
"ARROIO DO TIGRE";"2011-05";"Furtos";"9"
"ARROIO DO TIGRE";"2011-05";"Roubos";"1"
"ARROIO DO TIGRE";"2011-06";"Estelionato";"1"
"ARROIO DO TIGRE";"2011-06";"Furto de veículo";"2"
"ARROIO DO TIGRE";"2011-06";"Furtos";"18"
"ARROIO DO TIGRE";"2011-06";"Roubos";"1"
"ARROIO DOS RATOS";"2011-01";"Delitos relacionados a armas e muniçoes";"2"
"ARROIO DOS RATOS";"2011-01";"Furtos";"6"
"ARROIO DOS RATOS";"2011-01";"Roubos";"1"
"ARROIO DOS RATOS";"2011-02";"Entorpecentes - Tráfico";"1"
"ARROIO DOS RATOS";"2011-02";"Furtos";"9"
"ARROIO DOS RATOS";"2011-02";"Roubos";"1"
"ARROIO DOS RATOS";"2011-03";"Delitos relacionados a armas e muniçoes";"1"
"ARROIO DOS RATOS";"2011-03";"Entorpecentes - Tráfico";"1"
"ARROIO DOS RATOS";"2011-03";"Furto de veículo";"1"
"ARROIO DOS RATOS";"2011-03";"Furtos";"14"
"ARROIO DOS RATOS";"2011-04";"Furtos";"10"
"ARROIO DOS RATOS";"2011-04";"Roubos";"2"
"ARROIO DOS RATOS";"2011-05";"Furtos";"12"
"ARROIO DOS RATOS";"2011-05";"Roubo de veículo";"3"
"ARROIO DOS RATOS";"2011-05";"Roubos";"3"
"ARROIO DOS RATOS";"2011-06";"Furto de veículo";"1"
"ARROIO DOS RATOS";"2011-06";"Furtos";"8"
"ARROIO DOS RATOS";"2011-06";"Roubo de veículo";"1"
"ARROIO DOS RATOS";"2011-06";"Roubos";"5"
"ARROIO GRANDE";"2011-01";"Delitos relacionados a armas e muniçoes";"1"
"ARROIO GRANDE";"2011-01";"Entorpecentes - Tráfico";"2"
"ARROIO GRANDE";"2011-01";"Estelionato";"3"
"ARROIO GRANDE";"2011-01";"Furto de veículo";"1"
"ARROIO GRANDE";"2011-01";"Furtos";"18"
"ARROIO GRANDE";"2011-01";"Roubos";"1"
"ARROIO GRANDE";"2011-02";"Delitos relacionados a armas e muniçoes";"1"
"ARROIO GRANDE";"2011-02";"Entorpecentes - Posse";"3"
"ARROIO GRANDE";"2011-02";"Entorpecentes - Tráfico";"2"
"ARROIO GRANDE";"2011-02";"Estelionato";"2"
"ARROIO GRANDE";"2011-02";"Furtos";"32"
"ARROIO GRANDE";"2011-03";"Entorpecentes - Posse";"5"
"ARROIO GRANDE";"2011-03";"Estelionato";"2"
"ARROIO GRANDE";"2011-03";"Furtos";"21"
"ARROIO GRANDE";"2011-03";"Homicidio";"1"
"ARROIO GRANDE";"2011-03";"Roubos";"1"
"ARROIO GRANDE";"2011-04";"Entorpecentes - Posse";"1"
"ARROIO GRANDE";"2011-04";"Estelionato";"1"
"ARROIO GRANDE";"2011-04";"Furtos";"18"
"ARROIO GRANDE";"2011-05";"Delitos relacionados a armas e muniçoes";"1"
"ARROIO GRANDE";"2011-05";"Entorpecentes - Posse";"3"
"ARROIO GRANDE";"2011-05";"Entorpecentes - Tráfico";"3"
"ARROIO GRANDE";"2011-05";"Estelionato";"1"
"ARROIO GRANDE";"2011-05";"Furtos";"14"
"ARROIO GRANDE";"2011-06";"Entorpecentes - Posse";"2"
"ARROIO GRANDE";"2011-06";"Entorpecentes - Tráfico";"2"
"ARROIO GRANDE";"2011-06";"Furtos";"14"
"ARVOREZINHA";"2011-01";"Furtos";"7"
"ARVOREZINHA";"2011-02";"Delitos relacionados a armas e muniçoes";"3"
"ARVOREZINHA";"2011-02";"Entorpecentes - Posse";"1"
"ARVOREZINHA";"2011-02";"Furtos";"7"
"ARVOREZINHA";"2011-02";"Roubos";"1"
"ARVOREZINHA";"2011-03";"Delitos relacionados a armas e muniçoes";"3"
"ARVOREZINHA";"2011-03";"Entorpecentes - Posse";"1"
"ARVOREZINHA";"2011-03";"Entorpecentes - Tráfico";"1"
"ARVOREZINHA";"2011-03";"Estelionato";"1"
"ARVOREZINHA";"2011-03";"Furtos";"9"
"ARVOREZINHA";"2011-03";"Homicidio";"1"
"ARVOREZINHA";"2011-03";"Roubos";"1"
"ARVOREZINHA";"2011-04";"Delitos relacionados a armas e muniçoes";"1"
"ARVOREZINHA";"2011-04";"Furtos";"8"
"ARVOREZINHA";"2011-05";"Delitos relacionados à corrupçao";"1"
"ARVOREZINHA";"2011-05";"Estelionato";"1"
